correct 	math 	11.0secs 	12 * 4 	What is 12 * 4? 	== 	48 	RunAve=runAve math: 1/1 100% 11.0secs 	Sat Jan 16 2021 10:18:46 GMT-0600 (Central Standard Time)
wrong 	math 	1.0secs 	3 + 4 	What is 3 + 4? 	!= 	6 	RunAve=runAve math: 21/25 84% 2.9secs 	Sun Jan 17 2021 18:11:48 GMT-0600 (Central Standard Time)
correct 	math 	3.7secs 	3 + 4 	What is 3 + 4? 	== 	7 	RunAve=runAve math: 21/25 84% 3.0secs 	Sun Jan 17 2021 18:12:10 GMT-0600 (Central Standard Time)
correct 	math 	1.8secs 	5 + 5 	What is 5 + 5? 	== 	10 	RunAve=runAve math: 21/25 84% 2.8secs 	Sun Jan 17 2021 18:12:28 GMT-0600 (Central Standard Time)
correct 	spelling 	2.3secs 	sick:1 	s___ 	== 	_ick 	RunAve=runAve spelling: 21/25 84% 2.9secs 	Sun Jan 17 2021 18:13:07 GMT-0600 (Central Standard Time)
correct 	spelling 	3.1secs 	putter:1 	p_____ 	== 	_utter 	RunAve=runAve spelling: 21/25 84% 2.9secs 	Sun Jan 17 2021 18:13:48 GMT-0600 (Central Standard Time)
correct 	math 	2.3secs 	12 + 0 	What is 12 + 0? 	== 	12 	RunAve=runAve math: 21/25 84% 2.8secs 	Sun Jan 17 2021 18:14:07 GMT-0600 (Central Standard Time)
correct 	spelling 	2.9secs 	dare:1 	d___ 	== 	_are 	RunAve=runAve spelling: 21/25 84% 3.0secs 	Sun Jan 17 2021 18:14:28 GMT-0600 (Central Standard Time)
correct 	math 	0.9secs 	-10 + 10 	What is -10 + 10? 	== 	0 	RunAve=runAve math: 21/25 84% 2.8secs 	Sun Jan 17 2021 18:14:46 GMT-0600 (Central Standard Time)
correct 	math 	2.0secs 	1 + 1 	What is 1 + 1? 	== 	2 	RunAve=runAve math: 22/25 88% 2.9secs 	Sun Jan 17 2021 18:15:07 GMT-0600 (Central Standard Time)
correct 	math 	2.1secs 	11 + 6 	What is 11 + 6? 	== 	17 	RunAve=runAve math: 22/25 88% 2.8secs 	Sun Jan 17 2021 18:15:27 GMT-0600 (Central Standard Time)
correct 	math 	3.3secs 	9 + 2 	What is 9 + 2? 	== 	11 	RunAve=runAve math: 22/25 88% 2.9secs 	Sun Jan 17 2021 18:15:48 GMT-0600 (Central Standard Time)
correct 	math 	2.4secs 	0 + 10 	What is 0 + 10? 	== 	10 	RunAve=runAve math: 22/25 88% 2.9secs 	Sun Jan 17 2021 18:16:07 GMT-0600 (Central Standard Time)
correct 	spelling 	2.5secs 	mint:1 	m___ 	== 	_int 	RunAve=runAve spelling: 21/25 84% 3.0secs 	Sun Jan 17 2021 18:16:27 GMT-0600 (Central Standard Time)
correct 	math 	2.0secs 	1 + 10 	What is 1 + 10? 	== 	11 	RunAve=runAve math: 22/25 88% 2.6secs 	Sun Jan 17 2021 18:16:47 GMT-0600 (Central Standard Time)
correct 	math 	3.0secs 	11 + -2 	What is 11 + -2? 	== 	9 	RunAve=runAve math: 22/25 88% 2.7secs 	Sun Jan 17 2021 18:17:08 GMT-0600 (Central Standard Time)
correct 	spelling 	4.5secs 	shallow:2 	sh_____ 	== 	__allow 	RunAve=runAve spelling: 22/25 88% 3.1secs 	Sun Jan 17 2021 18:17:29 GMT-0600 (Central Standard Time)
correct 	math 	3.5secs 	8 + 0 	What is 8 + 0? 	== 	8 	RunAve=runAve math: 22/25 88% 2.7secs 	Sun Jan 17 2021 18:17:48 GMT-0600 (Central Standard Time)
correct 	math 	2.3secs 	7 + 1 	What is 7 + 1? 	== 	8 	RunAve=runAve math: 22/25 88% 2.7secs 	Sun Jan 17 2021 18:18:07 GMT-0600 (Central Standard Time)
correct 	spelling 	2.0secs 	tone:1 	t___ 	== 	_one 	RunAve=runAve spelling: 22/25 88% 3.1secs 	Sun Jan 17 2021 18:18:27 GMT-0600 (Central Standard Time)
correct 	math 	1.9secs 	3 + 0 	What is 3 + 0? 	== 	3 	RunAve=runAve math: 22/25 88% 2.6secs 	Sun Jan 17 2021 18:18:47 GMT-0600 (Central Standard Time)
correct 	spelling 	1.4secs 	agree:1 	a____ 	== 	_gree 	RunAve=runAve spelling: 23/25 92% 2.5secs 	Sun Jan 17 2021 18:19:06 GMT-0600 (Central Standard Time)
correct 	spelling 	2.2secs 	vanish:2 	va____ 	== 	__nish 	RunAve=runAve spelling: 23/25 92% 2.5secs 	Sun Jan 17 2021 18:19:27 GMT-0600 (Central Standard Time)
correct 	spelling 	2.7secs 	rusk:1 	r___ 	== 	_usk 	RunAve=runAve spelling: 23/25 92% 2.5secs 	Sun Jan 17 2021 18:19:48 GMT-0600 (Central Standard Time)
correct 	math 	4.4secs 	10 + 1 	What is 10 + 1? 	== 	11 	RunAve=runAve math: 22/25 88% 2.7secs 	Sun Jan 17 2021 18:21:07 GMT-0600 (Central Standard Time)
correct 	spelling 	2.9secs 	form:1 	f___ 	== 	_orm 	RunAve=runAve spelling: 23/25 92% 2.6secs 	Sun Jan 17 2021 18:23:29 GMT-0600 (Central Standard Time)
correct 	math 	3.9secs 	7 + 0 	What is 7 + 0? 	== 	7 	RunAve=runAve math: 22/25 88% 2.8secs 	Sun Jan 17 2021 18:24:10 GMT-0600 (Central Standard Time)
wrong 	math 	0.7secs 	7 + 4 	What is 7 + 4? 	!= 	13 	RunAve=runAve math: 21/25 84% 2.7secs 	Sun Jan 17 2021 18:24:27 GMT-0600 (Central Standard Time)
correct 	math 	6.8secs 	7 + 2 	What is 7 + 2? 	== 	9 	RunAve=runAve math: 21/25 84% 2.9secs 	Sun Jan 17 2021 18:24:53 GMT-0600 (Central Standard Time)
correct 	math 	8.1secs 	7 + 3 	What is 7 + 3? 	== 	10 	RunAve=runAve math: 21/25 84% 3.1secs 	Sun Jan 17 2021 18:25:15 GMT-0600 (Central Standard Time)
wrong 	math 	0.7secs 	7 + 4 	What is 7 + 4? 	!= 	7 	RunAve=runAve math: 20/25 80% 3.0secs 	Sun Jan 17 2021 18:25:27 GMT-0600 (Central Standard Time)
correct 	math 	0.6secs 	7 + 4 	What is 7 + 4? 	== 	11 	RunAve=runAve math: 20/25 80% 2.7secs 	Sun Jan 17 2021 18:25:47 GMT-0600 (Central Standard Time)
correct 	math 	3.9secs 	12 + 12 	What is 12 + 12? 	== 	24 	RunAve=runAve math: 21/25 84% 2.7secs 	Sun Jan 17 2021 18:26:10 GMT-0600 (Central Standard Time)
correct 	math 	4.6secs 	6 + 8 	What is 6 + 8? 	== 	14 	RunAve=runAve math: 21/25 84% 2.8secs 	Sun Jan 17 2021 18:26:31 GMT-0600 (Central Standard Time)
correct 	spelling 	10.3secs 	hare:1 	h___ 	== 	_are 	RunAve=runAve spelling: 23/25 92% 3.0secs 	Sun Jan 17 2021 18:26:57 GMT-0600 (Central Standard Time)
correct 	math 	20.9secs 	11 + 10 	What is 11 + 10? 	== 	21 	RunAve=runAve math: 21/25 84% 3.6secs 	Sun Jan 17 2021 18:27:28 GMT-0600 (Central Standard Time)
correct 	spelling 	1.4secs 	stove:1 	s____ 	== 	_tove 	RunAve=runAve spelling: 23/25 92% 2.9secs 	Sun Jan 17 2021 18:28:08 GMT-0600 (Central Standard Time)
correct 	math 	5.2secs 	7 + 9 	What is 7 + 9? 	== 	16 	RunAve=runAve math: 22/25 88% 3.7secs 	Sun Jan 17 2021 18:28:32 GMT-0600 (Central Standard Time)
correct 	spelling 	3.2secs 	gate:1 	g___ 	== 	_ate 	RunAve=runAve spelling: 24/25 96% 3.0secs 	Sun Jan 17 2021 18:28:50 GMT-0600 (Central Standard Time)
correct 	spelling 	1.9secs 	thorn:1 	t____ 	== 	_horn 	RunAve=runAve spelling: 24/25 96% 3.0secs 	Sun Jan 17 2021 18:29:09 GMT-0600 (Central Standard Time)
correct 	math 	2.8secs 	2 + 10 	What is 2 + 10? 	== 	12 	RunAve=runAve math: 23/25 92% 3.7secs 	Sun Jan 17 2021 18:29:30 GMT-0600 (Central Standard Time)
correct 	spelling 	2.8secs 	brace:1 	b____ 	== 	_race 	RunAve=runAve spelling: 24/25 96% 3.0secs 	Sun Jan 17 2021 18:29:50 GMT-0600 (Central Standard Time)
correct 	math 	3.3secs 	6 + 10 	What is 6 + 10? 	== 	16 	RunAve=runAve math: 23/25 92% 3.7secs 	Sun Jan 17 2021 18:30:10 GMT-0600 (Central Standard Time)
correct 	spelling 	3.1secs 	paint:2 	pa___ 	== 	__int 	RunAve=runAve spelling: 25/25 100% 3.0secs 	Sun Jan 17 2021 18:30:30 GMT-0600 (Central Standard Time)
correct 	spelling 	1.5secs 	mine:1 	m___ 	== 	_ine 	RunAve=runAve spelling: 25/25 100% 3.0secs 	Sun Jan 17 2021 18:30:48 GMT-0600 (Central Standard Time)
correct 	math 	3.9secs 	4 + 6 	What is 4 + 6? 	== 	10 	RunAve=runAve math: 23/25 92% 3.8secs 	Sun Jan 17 2021 18:31:11 GMT-0600 (Central Standard Time)
correct 	spelling 	3.4secs 	embark:1 	e_____ 	== 	_mbark 	RunAve=runAve spelling: 25/25 100% 3.0secs 	Sun Jan 17 2021 18:31:30 GMT-0600 (Central Standard Time)
correct 	spelling 	6.7secs 	quicken:4 	quic___ 	== 	____ken 	RunAve=runAve spelling: 25/25 100% 3.2secs 	Sun Jan 17 2021 18:35:14 GMT-0600 (Central Standard Time)
correct 	spelling 	2.9secs 	staid:1 	s____ 	== 	_taid 	RunAve=runAve spelling: 25/25 100% 3.2secs 	Sun Jan 17 2021 18:36:43 GMT-0600 (Central Standard Time)
wrong 	math 	0.3secs 	10 + 5 	What is 10 + 5? 	!= 	17 	RunAve=runAve math: 22/25 88% 3.7secs 	Sun Jan 17 2021 18:37:01 GMT-0600 (Central Standard Time)
correct 	math 	2.4secs 	10 + 3 	What is 10 + 3? 	== 	13 	RunAve=runAve math: 22/25 88% 3.8secs 	Sun Jan 17 2021 18:37:23 GMT-0600 (Central Standard Time)
correct 	math 	2.0secs 	10 + 4 	What is 10 + 4? 	== 	14 	RunAve=runAve math: 22/25 88% 3.8secs 	Sun Jan 17 2021 18:37:42 GMT-0600 (Central Standard Time)
correct 	math 	1.2secs 	10 + 5 	What is 10 + 5? 	== 	15 	RunAve=runAve math: 22/25 88% 3.8secs 	Sun Jan 17 2021 18:38:02 GMT-0600 (Central Standard Time)
correct 	spelling 	1.3secs 	vanish:1 	v_____ 	== 	_anish 	RunAve=runAve spelling: 25/25 100% 3.2secs 	Sun Jan 17 2021 18:38:22 GMT-0600 (Central Standard Time)
correct 	spelling 	2.1secs 	vase:1 	v___ 	== 	_ase 	RunAve=runAve spelling: 25/25 100% 3.1secs 	Sun Jan 17 2021 18:38:43 GMT-0600 (Central Standard Time)
correct 	spelling 	1.0secs 	a:1 	a 	== 	_ 	RunAve=runAve spelling: 25/25 100% 2.9secs 	Sun Jan 17 2021 18:39:02 GMT-0600 (Central Standard Time)
correct 	math 	3.5secs 	12 + 10 	What is 12 + 10? 	== 	22 	RunAve=runAve math: 22/25 88% 3.8secs 	Sun Jan 17 2021 18:39:24 GMT-0600 (Central Standard Time)
correct 	math 	1.9secs 	1 + 2 	What is 1 + 2? 	== 	3 	RunAve=runAve math: 22/25 88% 3.7secs 	Sun Jan 17 2021 18:39:43 GMT-0600 (Central Standard Time)
correct 	math 	23.6secs 	10 + 4 	What is 10 + 4? 	== 	14 	RunAve=runAve math: 22/25 88% 4.6secs 	Sun Jan 17 2021 18:40:24 GMT-0600 (Central Standard Time)
wrong 	spelling 	4.3secs 	culprit:2 	cu_____ 	!= 	__pritt 	RunAve=runAve spelling: 24/25 96% 3.0secs 	Sun Jan 17 2021 18:41:05 GMT-0600 (Central Standard Time)
correct 	spelling 	1.4secs 	culprit:6 	culpri_ 	== 	______t 	RunAve=runAve spelling: 24/25 96% 3.0secs 	Sun Jan 17 2021 18:41:22 GMT-0600 (Central Standard Time)
correct 	spelling 	2.2secs 	culprit:5 	culpr__ 	== 	_____it 	RunAve=runAve spelling: 24/25 96% 3.0secs 	Sun Jan 17 2021 18:41:43 GMT-0600 (Central Standard Time)
correct 	spelling 	2.9secs 	culprit:4 	culp___ 	== 	____rit 	RunAve=runAve spelling: 24/25 96% 2.9secs 	Sun Jan 17 2021 18:42:04 GMT-0600 (Central Standard Time)
correct 	spelling 	1.7secs 	culprit:3 	cul____ 	== 	___prit 	RunAve=runAve spelling: 24/25 96% 2.9secs 	Sun Jan 17 2021 18:42:22 GMT-0600 (Central Standard Time)
correct 	spelling 	2.2secs 	culprit:2 	cu_____ 	== 	__lprit 	RunAve=runAve spelling: 24/25 96% 2.9secs 	Sun Jan 17 2021 18:42:43 GMT-0600 (Central Standard Time)
correct 	spelling 	2.1secs 	culprit:1 	c______ 	== 	_ulprit 	RunAve=runAve spelling: 24/25 96% 2.8secs 	Sun Jan 17 2021 18:43:03 GMT-0600 (Central Standard Time)
correct 	spelling 	3.2secs 	spirit:1 	s_____ 	== 	_pirit 	RunAve=runAve spelling: 24/25 96% 2.8secs 	Sun Jan 17 2021 18:43:24 GMT-0600 (Central Standard Time)
correct 	spelling 	2.4secs 	sent:1 	s___ 	== 	_ent 	RunAve=runAve spelling: 24/25 96% 2.9secs 	Sun Jan 17 2021 18:43:43 GMT-0600 (Central Standard Time)
correct 	spelling 	6.0secs 	glean:1 	g____ 	== 	_lean 	RunAve=runAve spelling: 24/25 96% 3.0secs 	Sun Jan 17 2021 18:44:07 GMT-0600 (Central Standard Time)
correct 	math 	7.0secs 	5 + 12 	What is 5 + 12? 	== 	17 	RunAve=runAve math: 22/25 88% 4.8secs 	Sun Jan 17 2021 18:44:28 GMT-0600 (Central Standard Time)
correct 	math 	2.7secs 	1 + -3 	What is 1 + -3? 	== 	-2 	RunAve=runAve math: 22/25 88% 4.7secs 	Sun Jan 17 2021 18:44:43 GMT-0600 (Central Standard Time)
correct 	spelling 	2.7secs 	tent:1 	t___ 	== 	_ent 	RunAve=runAve spelling: 24/25 96% 3.0secs 	Sun Jan 17 2021 18:45:03 GMT-0600 (Central Standard Time)
wrong 	math 	0.9secs 	-5 + 10 	What is -5 + 10? 	!= 	7 	RunAve=runAve math: 21/25 84% 4.7secs 	Sun Jan 17 2021 18:45:22 GMT-0600 (Central Standard Time)
correct 	math 	4.2secs 	-5 + 8 	What is -5 + 8? 	== 	3 	RunAve=runAve math: 21/25 84% 4.8secs 	Sun Jan 17 2021 18:45:45 GMT-0600 (Central Standard Time)
correct 	math 	3.2secs 	-5 + 9 	What is -5 + 9? 	== 	4 	RunAve=runAve math: 21/25 84% 4.7secs 	Sun Jan 17 2021 18:46:04 GMT-0600 (Central Standard Time)
correct 	math 	2.3secs 	-5 + 10 	What is -5 + 10? 	== 	5 	RunAve=runAve math: 21/25 84% 4.7secs 	Sun Jan 17 2021 18:46:23 GMT-0600 (Central Standard Time)
correct 	math 	3.2secs 	3 + 4 	What is 3 + 4? 	== 	7 	RunAve=runAve math: 22/25 88% 4.8secs 	Sun Jan 17 2021 18:46:44 GMT-0600 (Central Standard Time)
correct 	math 	4.8secs 	7 + 11 	What is 7 + 11? 	== 	18 	RunAve=runAve math: 22/25 88% 4.7secs 	Sun Jan 17 2021 18:50:26 GMT-0600 (Central Standard Time)
correct 	spelling 	4.0secs 	flout:1 	f____ 	== 	_lout 	RunAve=runAve spelling: 24/25 96% 3.1secs 	Sun Jan 17 2021 18:50:45 GMT-0600 (Central Standard Time)
correct 	spelling 	1.9secs 	cape:1 	c___ 	== 	_ape 	RunAve=runAve spelling: 24/25 96% 2.7secs 	Sun Jan 17 2021 18:51:03 GMT-0600 (Central Standard Time)
correct 	spelling 	5.1secs 	nurse:2 	nu___ 	== 	__rse 	RunAve=runAve spelling: 24/25 96% 2.9secs 	Sun Jan 17 2021 18:51:26 GMT-0600 (Central Standard Time)
correct 	math 	2.2secs 	2 + -4 	What is 2 + -4? 	== 	-2 	RunAve=runAve math: 22/25 88% 4.4secs 	Sun Jan 17 2021 18:51:43 GMT-0600 (Central Standard Time)
correct 	spelling 	2.5secs 	galaxy:1 	g_____ 	== 	_alaxy 	RunAve=runAve spelling: 24/25 96% 2.9secs 	Sun Jan 17 2021 18:52:04 GMT-0600 (Central Standard Time)
wrong 	spelling 	2.8secs 	read:1 	r___ 	!= 	_aid 	RunAve=runAve spelling: 23/25 92% 2.9secs 	Sun Jan 17 2021 18:52:24 GMT-0600 (Central Standard Time)
correct 	spelling 	1.3secs 	read:3 	rea_ 	== 	___d 	RunAve=runAve spelling: 23/25 92% 2.8secs 	Sun Jan 17 2021 18:52:42 GMT-0600 (Central Standard Time)
correct 	spelling 	2.3secs 	read:2 	re__ 	== 	__ad 	RunAve=runAve spelling: 23/25 92% 2.8secs 	Sun Jan 17 2021 18:53:03 GMT-0600 (Central Standard Time)
correct 	spelling 	2.0secs 	read:1 	r___ 	== 	_ead 	RunAve=runAve spelling: 23/25 92% 2.8secs 	Sun Jan 17 2021 18:54:03 GMT-0600 (Central Standard Time)
correct 	spelling 	2.7secs 	real:1 	r___ 	== 	_eal 	RunAve=runAve spelling: 23/25 92% 2.8secs 	Sun Jan 17 2021 18:54:24 GMT-0600 (Central Standard Time)
correct 	spelling 	2.7secs 	dream:2 	dr___ 	== 	__eam 	RunAve=runAve spelling: 23/25 92% 2.6secs 	Sun Jan 17 2021 18:54:44 GMT-0600 (Central Standard Time)
correct 	spelling 	4.0secs 	reach:1 	r____ 	== 	_each 	RunAve=runAve spelling: 23/25 92% 2.7secs 	Sun Jan 17 2021 18:55:05 GMT-0600 (Central Standard Time)
correct 	math 	2.6secs 	1 + 8 	What is 1 + 8? 	== 	9 	RunAve=runAve math: 23/25 92% 4.5secs 	Sun Jan 17 2021 18:55:24 GMT-0600 (Central Standard Time)
correct 	math 	1.7secs 	1 + 10 	What is 1 + 10? 	== 	11 	RunAve=runAve math: 23/25 92% 4.6secs 	Sun Jan 17 2021 18:55:43 GMT-0600 (Central Standard Time)
correct 	math 	2.4secs 	0 + 11 	What is 0 + 11? 	== 	11 	RunAve=runAve math: 23/25 92% 4.5secs 	Sun Jan 17 2021 18:56:04 GMT-0600 (Central Standard Time)
correct 	spelling 	4.2secs 	furry:1 	f____ 	== 	_urry 	RunAve=runAve spelling: 23/25 92% 2.8secs 	Sun Jan 17 2021 18:56:26 GMT-0600 (Central Standard Time)
correct 	math 	5.5secs 	6 + 8 	What is 6 + 8? 	== 	14 	RunAve=runAve math: 23/25 92% 4.5secs 	Sun Jan 17 2021 18:56:47 GMT-0600 (Central Standard Time)
correct 	math 	2.7secs 	6 + 12 	What is 6 + 12? 	== 	18 	RunAve=runAve math: 23/25 92% 3.8secs 	Sun Jan 17 2021 18:57:04 GMT-0600 (Central Standard Time)
correct 	math 	3.5secs 	6 + -12 	What is 6 + -12? 	== 	-6 	RunAve=runAve math: 23/25 92% 3.8secs 	Sun Jan 17 2021 18:57:25 GMT-0600 (Central Standard Time)
correct 	spelling 	3.2secs 	strong:1 	s_____ 	== 	_trong 	RunAve=runAve spelling: 23/25 92% 2.8secs 	Sun Jan 17 2021 18:57:45 GMT-0600 (Central Standard Time)
correct 	math 	4.1secs 	4 + -4 	What is 4 + -4? 	== 	0 	RunAve=runAve math: 23/25 92% 3.8secs 	Sun Jan 17 2021 18:58:06 GMT-0600 (Central Standard Time)
correct 	spelling 	3.9secs 	bray:1 	b___ 	== 	_ray 	RunAve=runAve spelling: 23/25 92% 2.9secs 	Sun Jan 17 2021 18:58:25 GMT-0600 (Central Standard Time)
correct 	spelling 	1.7secs 	frost:1 	f____ 	== 	_rost 	RunAve=runAve spelling: 24/25 96% 2.8secs 	Sun Jan 17 2021 18:58:43 GMT-0600 (Central Standard Time)
correct 	math 	1.9secs 	3 + 1 	What is 3 + 1? 	== 	4 	RunAve=runAve math: 23/25 92% 3.7secs 	Sun Jan 17 2021 18:59:03 GMT-0600 (Central Standard Time)
correct 	spelling 	2.7secs 	pipe:1 	p___ 	== 	_ipe 	RunAve=runAve spelling: 24/25 96% 2.9secs 	Sun Jan 17 2021 18:59:24 GMT-0600 (Central Standard Time)
correct 	math 	4.1secs 	-6 + 1 	What is -6 + 1? 	== 	-5 	RunAve=runAve math: 23/25 92% 3.8secs 	Sun Jan 17 2021 18:59:46 GMT-0600 (Central Standard Time)
correct 	spelling 	1.5secs 	beet:1 	b___ 	== 	_eet 	RunAve=runAve spelling: 24/25 96% 2.9secs 	Sun Jan 17 2021 19:00:17 GMT-0600 (Central Standard Time)
correct 	spelling 	2.4secs 	forsake:1 	f______ 	== 	_orsake 	RunAve=runAve spelling: 24/25 96% 2.8secs 	Sun Jan 17 2021 19:00:38 GMT-0600 (Central Standard Time)
correct 	spelling 	4.5secs 	sheep:1 	s____ 	== 	_heep 	RunAve=runAve spelling: 24/25 96% 3.0secs 	Sun Jan 17 2021 19:01:00 GMT-0600 (Central Standard Time)
correct 	math 	1.9secs 	12 + 8 	What is 12 + 8? 	== 	20 	RunAve=runAve math: 24/25 96% 3.8secs 	Sun Jan 17 2021 19:01:17 GMT-0600 (Central Standard Time)
correct 	math 	11.1secs 	3 + 0 	What is 3 + 0? 	== 	3 	RunAve=runAve math: 24/25 96% 4.2secs 	Sun Jan 17 2021 19:01:47 GMT-0600 (Central Standard Time)
correct 	spelling 	2.8secs 	sound:1 	s____ 	== 	_ound 	RunAve=runAve spelling: 24/25 96% 3.0secs 	Sun Jan 17 2021 19:01:58 GMT-0600 (Central Standard Time)
correct 	spelling 	2.7secs 	am:1 	a_ 	== 	_m 	RunAve=runAve spelling: 24/25 96% 3.0secs 	Sun Jan 17 2021 19:02:18 GMT-0600 (Central Standard Time)
correct 	math 	3.8secs 	0 + 0 	What is 0 + 0? 	== 	0 	RunAve=runAve math: 24/25 96% 4.2secs 	Sun Jan 17 2021 19:02:39 GMT-0600 (Central Standard Time)
correct 	math 	4.1secs 	9 + 5 	What is 9 + 5? 	== 	14 	RunAve=runAve math: 24/25 96% 4.4secs 	Sun Jan 17 2021 19:03:00 GMT-0600 (Central Standard Time)
correct 	math 	5.2secs 	3 + 5 	What is 3 + 5? 	== 	8 	RunAve=runAve math: 24/25 96% 4.4secs 	Sun Jan 17 2021 19:03:21 GMT-0600 (Central Standard Time)
correct 	math 	1.2secs 	11 + 6 	What is 11 + 6? 	== 	17 	RunAve=runAve math: 24/25 96% 4.4secs 	Sun Jan 17 2021 19:03:37 GMT-0600 (Central Standard Time)
correct 	spelling 	3.3secs 	lintel:2 	li____ 	== 	__ntel 	RunAve=runAve spelling: 24/25 96% 3.0secs 	Sun Jan 17 2021 19:03:59 GMT-0600 (Central Standard Time)
correct 	spelling 	7.0secs 	nineteen:1 	n_______ 	== 	_ineteen 	RunAve=runAve spelling: 24/25 96% 3.2secs 	Sun Jan 17 2021 19:04:23 GMT-0600 (Central Standard Time)
correct 	spelling 	1.6secs 	meat:1 	m___ 	== 	_eat 	RunAve=runAve spelling: 24/25 96% 3.0secs 	Sun Jan 17 2021 19:04:37 GMT-0600 (Central Standard Time)
correct 	spelling 	19.0secs 	dogma:2 	do___ 	== 	__gma 	RunAve=runAve spelling: 24/25 96% 3.7secs 	Sun Jan 17 2021 19:05:15 GMT-0600 (Central Standard Time)
correct 	math 	3.7secs 	5 + 3 	What is 5 + 3? 	== 	8 	RunAve=runAve math: 24/25 96% 3.6secs 	Sun Jan 17 2021 19:05:19 GMT-0600 (Central Standard Time)
correct 	spelling 	6.4secs 	family:3 	fam___ 	== 	___ily 	RunAve=runAve spelling: 24/25 96% 3.8secs 	Sun Jan 17 2021 19:05:42 GMT-0600 (Central Standard Time)
wrong 	spelling 	5.8secs 	esteem:1 	e_____ 	!= 	_teeem 	RunAve=runAve spelling: 23/25 92% 3.9secs 	Sun Jan 17 2021 19:06:02 GMT-0600 (Central Standard Time)
correct 	spelling 	1.3secs 	esteem:5 	estee_ 	== 	_____m 	RunAve=runAve spelling: 23/25 92% 3.8secs 	Sun Jan 17 2021 19:06:17 GMT-0600 (Central Standard Time)
correct 	spelling 	3.9secs 	esteem:4 	este__ 	== 	____em 	RunAve=runAve spelling: 23/25 92% 3.8secs 	Sun Jan 17 2021 19:06:40 GMT-0600 (Central Standard Time)
correct 	spelling 	2.5secs 	esteem:3 	est___ 	== 	___eem 	RunAve=runAve spelling: 24/25 96% 3.8secs 	Sun Jan 17 2021 19:06:58 GMT-0600 (Central Standard Time)
correct 	spelling 	4.1secs 	esteem:2 	es____ 	== 	__teem 	RunAve=runAve spelling: 24/25 96% 3.9secs 	Sun Jan 17 2021 19:09:20 GMT-0600 (Central Standard Time)
correct 	spelling 	4.5secs 	esteem:1 	e_____ 	== 	_steem 	RunAve=runAve spelling: 24/25 96% 4.0secs 	Sun Jan 17 2021 19:09:40 GMT-0600 (Central Standard Time)
correct 	spelling 	3.7secs 	amnesty:4 	amne___ 	== 	____sty 	RunAve=runAve spelling: 24/25 96% 4.1secs 	Sun Jan 17 2021 19:10:00 GMT-0600 (Central Standard Time)
correct 	math 	10.0secs 	2 + 9 	What is 2 + 9? 	== 	11 	RunAve=runAve math: 24/25 96% 3.7secs 	Sun Jan 17 2021 19:10:26 GMT-0600 (Central Standard Time)
correct 	spelling 	4.1secs 	limit:1 	l____ 	== 	_imit 	RunAve=runAve spelling: 24/25 96% 4.1secs 	Sun Jan 17 2021 19:10:40 GMT-0600 (Central Standard Time)
correct 	spelling 	3.6secs 	hide:1 	h___ 	== 	_ide 	RunAve=runAve spelling: 24/25 96% 4.2secs 	Sun Jan 17 2021 19:11:00 GMT-0600 (Central Standard Time)
correct 	math 	2.2secs 	-8 + 0 	What is -8 + 0? 	== 	-8 	RunAve=runAve math: 24/25 96% 3.7secs 	Sun Jan 17 2021 19:11:18 GMT-0600 (Central Standard Time)
correct 	math 	1.8secs 	1 + 10 	What is 1 + 10? 	== 	11 	RunAve=runAve math: 25/25 100% 3.7secs 	Sun Jan 17 2021 19:11:38 GMT-0600 (Central Standard Time)
correct 	spelling 	3.3secs 	dress:1 	d____ 	== 	_ress 	RunAve=runAve spelling: 24/25 96% 4.1secs 	Sun Jan 17 2021 19:11:59 GMT-0600 (Central Standard Time)
correct 	spelling 	2.6secs 	trunk:1 	t____ 	== 	_runk 	RunAve=runAve spelling: 24/25 96% 4.1secs 	Sun Jan 17 2021 19:12:19 GMT-0600 (Central Standard Time)
correct 	math 	2.7secs 	6 + 3 	What is 6 + 3? 	== 	9 	RunAve=runAve math: 25/25 100% 3.7secs 	Sun Jan 17 2021 19:12:39 GMT-0600 (Central Standard Time)
correct 	spelling 	4.7secs 	expert:2 	ex____ 	== 	__pert 	RunAve=runAve spelling: 24/25 96% 4.1secs 	Sun Jan 17 2021 19:13:01 GMT-0600 (Central Standard Time)
correct 	math 	3.8secs 	6 + -12 	What is 6 + -12? 	== 	-6 	RunAve=runAve math: 25/25 100% 3.7secs 	Sun Jan 17 2021 19:13:20 GMT-0600 (Central Standard Time)
correct 	math 	1.6secs 	1 + 5 	What is 1 + 5? 	== 	6 	RunAve=runAve math: 25/25 100% 3.7secs 	Sun Jan 17 2021 19:13:38 GMT-0600 (Central Standard Time)
correct 	math 	3.4secs 	9 + -6 	What is 9 + -6? 	== 	3 	RunAve=runAve math: 25/25 100% 3.7secs 	Sun Jan 17 2021 19:13:59 GMT-0600 (Central Standard Time)
correct 	math 	3.5secs 	-1 + 12 	What is -1 + 12? 	== 	11 	RunAve=runAve math: 25/25 100% 3.6secs 	Sun Jan 17 2021 19:14:20 GMT-0600 (Central Standard Time)
correct 	math 	2.4secs 	8 + 10 	What is 8 + 10? 	== 	18 	RunAve=runAve math: 25/25 100% 3.6secs 	Sun Jan 17 2021 19:14:38 GMT-0600 (Central Standard Time)
